,MTBS_FIRE_NAME,FIRE_YEAR,DISCOVERY_DATE,STAT_CAUSE_DESCR,CONT_DATE,FIRE_SIZE,LATITUDE,LONGITUDE,STATE
257,JIM CREEK WFU,2006,2453918.5,Lightning,2454055.5,3895.0,43.1975,-109.92333333,WY
258,PURDY,2006,2453952.5,Lightning,2454024.5,16906.0,43.57305556,-110.14055556,WY
259,CARDINAL,2006,2453855.5,Arson,2453860.5,1935.0,38.67666667,-78.5525,VA
260,BRANTLEY CABIN,2007,2454181.5,Debris Burning,2454183.5,9071.0,34.26805556,-94.58416667,OK
261,LITTLE VENUS,2006,2453909.5,Lightning,2453993.5,34581.0,44.01194444,-109.45833333,WY
262,SIZEROCK COMPLEX,2007,2454171.5,Arson,2454177.5,1300.0,37.18722222,-83.33833333,KY
263,FRIAR,2007,2454214.5,Miscellaneous,2454220.5,1070.0,37.77,-79.96055556,VA
264,DECKER,2007,2454211.5,Arson,2454213.5,1212.0,37.7675,-92.07611111,MO
265,PROMONTORY,2007,2454233.5,Campfire,2454297.5,4044.0,31.36027778,-111.01083333,AZ
266,HAM LAKE,2007,2454225.5,Campfire,2454255.5,75484.0,48.06888889,-90.81138889,MN
267,,2007,2454276.5,Lightning,2454311.5,1031.0,33.44861111,-108.33361111,NM
268,HL WFU,2007,2454273.5,Lightning,2454311.5,10131.0,33.56361111,-108.45916667,NM
269,JUMP,2007,2454156.5,Debris Burning,2454156.5,1746.0,34.08916667,-109.3875,AZ
270,LINVILLE COMPLEX (DOBSON KNOB),2007,2454215.5,Children,2454243.5,2404.0,35.82,-81.925,NC
271,BIRDIE,2007,2454287.5,Lightning,2454298.5,5016.0,34.88805556,-111.53861111,AZ
272,RATTLESNAKE,2007,2454294.5,Lightning,2454423.5,102000.0,45.42916667,-115.63666667,ID
273,RATTLESNAKE,2007,2454295.5,Lightning,2454325.5,1500.0,45.59555556,-115.73472222,ID
274,JAMES,2007,2454310.5,Miscellaneous,2454314.5,4200.0,35.7625,-118.4,CA
275,,2007,2454280.5,Lightning,2454318.5,1257.0,33.56361111,-109.08583333,AZ
276,GRANITE WFU,2007,2454269.5,Lightning,2454322.5,1918.0,33.09083333,-107.71944444,NM
277,WADE HILL,2007,2454288.5,Lightning,2454289.5,2445.0,43.81416667,-104.51444444,WY
278,INYO COMPLEX (SAGE),2007,2454287.5,Lightning,2454292.5,6460.0,37.13,-118.385,CA
279,WOOD CREEK,2007,2454299.5,Lightning,2454302.5,2309.0,43.52277778,-115.865,ID
280,TRAPPER RIDGE WFU,2007,2454298.5,Lightning,2454389.5,20159.0,44.02277778,-115.35277778,ID
281,GOLDLEDGE,2007,2454254.5,Miscellaneous,2454267.5,4200.0,35.89472222,-118.46305556,CA
282,CHINA BACK COMPLEX,2007,2454292.5,Lightning,2454330.5,2906.0,41.84305556,-122.72277778,CA
283,EGLEY COMPLEX (EGLEY),2007,2454288.5,Lightning,2454336.5,52891.0,43.86666667,-119.46472222,OR
284,,2007,2454276.5,Lightning,2454291.5,1974.0,44.32194444,-109.53833333,WY
285,SOLDIER CREEK COMPLEX,2007,2454325.5,Lightning,2454331.5,3587.0,42.68277778,-103.62944444,NE
286,MOONLIGHT,2007,2454346.5,Equipment Use,2454368.5,64994.45,40.21333333,-120.86416667,CA
287,LOCO WFU,2007,2454255.5,Lightning,,1604.0,33.11305556,-108.09,NM
288,MONUMENT COMPLEX (RED HILL FIRE),2007,2454294.5,Lightning,2454319.5,53448.0,45.01527778,-119.44972222,OR
289,POWDER RIVER COMPLEX,2007,2454324.5,Lightning,2454333.5,10733.0,45.25194444,-106.23916667,MT
290,ANTELOPE COMPLEX (WHEELER),2007,2454286.5,Lightning,2454302.5,22905.81,40.12861111,-120.63611111,CA
291,BALLS CANYON,2007,2454291.5,Lightning,2454296.5,4801.0,39.68305556,-120.0375,CA
292,HAWKEN,2007,2454297.5,Equipment Use,2454304.5,2700.9,39.48583333,-119.53694444,NV
293,NORTH,2007,2454345.5,Lightning,2454345.5,2200.0,34.40333333,-118.26083333,CA
294,HARRIS,2007,2454305.5,Equipment Use,2454307.5,2256.0,45.78083333,-102.49555556,SD
295,HAY CREEK,2007,2454312.5,Lightning,2454315.5,2442.3,45.65388889,-102.56944444,SD
296,MIDDLE FORK,2007,2454272.5,Lightning,2454358.5,1146.0,46.84,-110.43944444,MT
297,SLIDE,2007,2454286.5,Lightning,2454304.5,6000.0,36.65416667,-112.43861111,AZ
298,MIDDLE FORK COMPLEX (SHEEP TRAIL),2007,2454299.5,Lightning,2454374.5,8759.0,44.34944444,-115.49361111,ID
299,TROUT MEADOWS,2007,2454315.5,Lightning,2454341.5,3890.0,44.95222222,-118.48527778,OR
300,OTTER CREEK,2007,2454327.5,Lightning,2454352.5,3039.0,44.98555556,-118.78888889,OR
301,BRIDGE,2007,2454300.5,Lightning,2454376.5,1400.0,46.35305556,-114.58861111,ID
302,ELK COMPLEX (LITTLE GRIDER),2007,2454292.5,Lightning,2454440.5,2171.0,41.79972222,-123.42777778,CA
303,COTTONWOOD,2007,2454330.5,Equipment Use,2454332.5,3399.0,46.27166667,-117.35833333,WA
304,SHOWER BATH COMPLEX (RED BLUFF),2007,2454298.5,Lightning,2454422.5,62591.0,44.74138889,-114.87138889,ID
305,BATTLE CREEK COMPLEX (BATTLE CREEK),2007,2454296.5,Lightning,2454307.5,1051.0,45.24888889,-116.6875,ID
306,GRAYS CREEK,2007,2454342.5,Lightning,2454364.5,24900.0,44.55861111,-116.36277778,ID
307,PINE,2007,2454355.5,Campfire,2454375.5,2170.0,32.80277778,-116.56111111,CA
308,FOOL CREEK,2007,2454285.5,Lightning,2454433.5,60038.0,47.92333333,-112.98805556,MT
309,AHORN,2007,2454292.5,Lightning,2454433.5,52505.0,47.53,-113.04666667,MT
310,ANGORA,2007,2454275.5,Campfire,2454301.5,3100.0,38.86222222,-120.05194444,CA
311,CALBICK,2007,2454327.5,Lightning,2454386.5,1011.0,46.11416667,-113.18722222,MT
312,RAILLEY MOUNTAIN,2007,2454302.5,Lightning,2454386.5,21585.0,47.29944444,-113.28083333,MT
313,TURTLEHEAD,2007,2454292.5,Lightning,2454386.5,1408.0,47.67333333,-113.21916667,MT
314,CORPORAL,2007,2454324.5,Lightning,2454386.5,16105.0,47.89166667,-113.42222222,MT
315,BIG CREEK,2007,2454346.5,Lightning,2454346.5,1150.0,40.47555556,-112.645,UT
316,PATTERSON,2007,2454357.5,Lightning,2454445.5,1001.0,33.86055556,-108.46388889,NM
317,KRASSEL COMPLEX (GOAT WFU),2007,2454295.5,Lightning,2454368.5,25907.0,45.04305556,-115.285,ID
318,KRASSEL COMPLEX (COTTONWOOD WFU),2007,2454302.5,Lightning,2454368.5,14637.0,44.91916667,-115.04972222,ID
319,KRASSEL COMPLEX (TAG WFU),2007,2454268.5,Lightning,2454368.5,47187.0,45.405,-114.875,ID
320,LITTLE CHOPAKA,2007,2454288.5,Miscellaneous,2454295.5,1200.0,48.94888889,-119.68305556,WA
321,POE CABIN,2007,2454299.5,Lightning,2454385.5,58520.0,45.69416667,-116.47777778,ID
322,BATTLE CREEK COMPLEX (BATTLE CREEK),2007,2454294.5,Lightning,2454344.5,79149.0,45.30916667,-116.68611111,OR
323,GRIZZLY RIDGE,2007,2454295.5,Lightning,2454310.5,6474.0,45.61833333,-116.80111111,OR
324,MADISON ARM,2007,2454278.5,Miscellaneous,2454309.5,3660.0,44.6975,-111.16944444,MT
325,FLETCHER,2007,2454296.5,Lightning,2454316.5,8121.0,41.98833333,-120.54472222,CA
326,SAN ANTONIO,2007,2454234.5,Campfire,2454236.5,1543.0,31.34305556,-110.64833333,AZ
327,GRANITE CREEK,2007,2454300.5,Lightning,2454367.5,1742.0,43.39861111,-110.44888889,WY
328,WH COMPLEX (HICKS PARK),2007,2454324.5,Lightning,2454382.5,2500.0,45.29583333,-110.23166667,MT
329,TROUT CREEK,2007,2454294.5,Lightning,2454356.5,1386.0,45.08888889,-117.49666667,OR
330,BEAR WFU,2007,2454320.5,Lightning,2454403.5,3621.0,43.23638889,-111.375,ID
331,SADDLE GULCH,2007,2454359.5,Lightning,2454383.5,3975.0,45.53138889,-116.72805556,OR
332,MIDDLE FORK COMPLEX (LUCKY),2007,2454299.5,Lightning,2454318.5,1582.0,44.30861111,-115.89611111,ID
333,MIDDLE FORK COMPLEX (LIGHTNING),2007,2454298.5,Lightning,2454404.5,6994.0,44.17611111,-115.83972222,ID
334,CHIEF PARRISH,2007,2454346.5,Miscellaneous,2454357.5,3898.0,44.02805556,-116.13694444,ID
335,WH COMPLEX (WICKED CREEK),2007,2454321.5,Lightning,2454382.5,26600.0,45.23972222,-110.52555556,MT
336,CASCADE COMPLEX (MONUMENTAL),2007,2454302.5,Lightning,2454363.5,48143.0,44.69305556,-115.84,ID
337,PIONEER FIRE,2007,2454219.5,Miscellaneous,2454229.5,1167.0,46.25361111,-91.19222222,WI
338,ROMBO MOUNTAIN,2007,2454312.5,Lightning,2454359.5,29062.0,45.74833333,-114.235,MT
339,COLUMBINE 1,2007,2454321.5,Lightning,2454346.5,18595.0,44.4075,-110.20777778,WY
340,,2007,2454300.5,Lightning,2454300.5,4358.0,41.95638889,-113.20138889,UT
341,CASCADE COMPLEX (MONUMENTAL),2007,2454298.5,Lightning,2454368.5,174231.0,44.495,-115.69722222,ID
342,CASCADE COMPLEX (MONUMENTAL),2007,2454298.5,Lightning,2454327.5,18306.0,44.65166667,-115.47194444,ID
343,CASCADE COMPLEX (MONUMENTAL),2007,2454298.5,Lightning,2454334.5,54079.0,44.82611111,-115.45083333,ID
344,CASCADE COMPLEX (MONUMENTAL),2007,2454312.5,Lightning,2454321.5,7603.0,44.6,-115.73333333,ID
345,DRAKE,2007,2454299.5,Lightning,2454390.5,8401.0,45.9875,-115.12833333,ID
346,EAST ZONE COMPLEX (RAINES),2007,2454350.5,Lightning,2454398.5,4556.0,44.98833333,-115.45388889,ID
347,CHAIN,2007,2454299.5,Lightning,2454390.5,1728.0,46.32833333,-114.88722222,ID
348,LIZARD,2007,2454304.5,Lightning,2454390.5,6547.0,46.23111111,-115.11583333,ID
349,ZACA,2007,2454285.5,Equipment Use,2454345.5,240207.0,34.77916667,-120.09,CA
350,DOG,2007,2454305.5,Lightning,2454390.5,20327.0,46.105,-114.835,ID
351,EAST ZONE COMPLEX (RAINES),2007,2454288.5,Lightning,2454382.5,80628.66,45.31444444,-115.54138889,ID
352,EAST ZONE COMPLEX (RAINES),2007,2454288.5,Lightning,2454383.5,95193.0,45.06972222,-115.72944444,ID
353,BITTERROOT FIRE USE COMPLEX (MAGRUDER MTN #1),2007,2454301.5,Lightning,2454399.5,4622.0,45.98361111,-114.46805556,ID
354,BITTERROOT FIRE USE COMPLEX (MAGRUDER MTN #1),2007,2454309.5,Lightning,2454399.5,1200.0,45.865,-114.47583333,ID
355,BITTERROOT FIRE USE COMPLEX (MAGRUDER MTN #1),2007,2454298.5,Lightning,2454399.5,3147.0,45.29,-114.51,ID
356,BITTERROOT FIRE USE COMPLEX (MAGRUDER MTN #1),2007,2454295.5,Lightning,2454399.5,6233.0,45.51722222,-114.88416667,ID
357,BITTERROOT FIRE USE COMPLEX (MAGRUDER MTN #1),2007,2454287.5,Lightning,2454399.5,4025.0,45.70055556,-114.81472222,ID
358,GRIZZLY,2007,2454322.5,Lightning,2454390.5,3451.0,46.10333333,-114.92666667,ID
359,BATTLE,2007,2454323.5,Lightning,2454390.5,4654.0,46.22833333,-114.59166667,ID
360,BIG POINT,2007,2454165.5,Arson,2454166.5,1653.0,35.74861111,-92.90694444,AR
361,LINVILLE COMPLEX (DOBSON KNOB),2007,2454259.5,Lightning,2454306.5,5015.0,35.84,-81.89055556,NC
362,CONFLUENCE COMPLEX (CLEAR SAGE),2007,2454295.5,Lightning,2454405.5,19941.0,45.22027778,-114.43805556,ID
363,CONFLUENCE COMPLEX (PAPOOSE WFU),2007,2454314.5,Lightning,2454405.5,19520.0,45.27,-114.805,ID
364,BONE CREEK,2007,2454325.5,Lightning,2454374.5,13450.0,44.60055556,-107.67083333,WY
365,LITTLE GOOSE,2007,2454322.5,Lightning,2454356.5,4742.0,44.585,-107.07083333,WY
366,WARM SPRINGS,2007,2454287.5,Lightning,2454329.5,23760.0,44.38333333,-117.07055556,ID
367,DOMKE LAKE COMPLEX,2007,2454317.5,Lightning,2454472.5,11791.0,48.16722222,-120.59944444,WA
368,RATTLESNAKE CREEK,2007,2454317.5,Lightning,2454321.5,1700.0,46.75416667,-121.23472222,WA
369,CASCADE COMPLEX (WHISKEY),2007,2454330.5,Lightning,2454336.5,1070.0,48.84944444,-119.46333333,WA
370,EAST ZONE COMPLEX (RAINES),2007,2454313.5,Lightning,2454342.5,1407.0,45.11888889,-116.07194444,ID
371,PIGEON BRANCH,2007,2454243.5,Lightning,2454244.5,2115.0,35.99194444,-82.91222222,TN
372,SHOWER BATH COMPLEX (SHOWER BATH),2007,2454313.5,Lightning,2454431.5,60009.0,44.62083333,-114.62222222,ID
373,MERIWETHER,2007,2454302.5,Lightning,2454379.5,46298.0,46.86972222,-111.88222222,MT
374,BOUNDARY JUNCTION,2007,2454322.5,Lightning,2454424.5,5100.0,46.37305556,-115.58166667,ID
375,BLACK PINE 2,2007,2454287.5,Lightning,2454349.5,72361.0,42.20194444,-113.2175,ID
376,BALL POINT,2007,2454293.5,Lightning,2454418.5,1237.0,45.3,-121.36666667,OR
377,EASY STREET,2007,2454288.5,Miscellaneous,2454292.5,5209.0,47.4875,-120.38083333,WA
378,EAST ZONE COMPLEX (RAINES),2007,2454295.5,Lightning,2454431.5,120077.0,45.13777778,-115.85583333,ID
379,VAN HORN,2007,2454296.5,Lightning,2454354.5,1650.0,44.76527778,-114.29583333,ID
380,CHITTY,2007,2454281.5,Lightning,2454293.5,15000.0,33.57027778,-109.38083333,AZ
381,FRENCH CREEK WFU,2007,2454354.5,Lightning,2454393.5,3382.0,39.77083333,-111.23611111,UT
382,CATHEDRAL,2007,2454299.5,Lightning,2454316.5,3847.0,39.14777778,-115.48916667,NV
383,SKYLAND,2007,2454304.5,Lightning,2454432.5,44176.0,48.27138889,-113.39527778,MT
384,UNNAMED,2007,2454326.5,Lightning,2454389.5,1390.0,37.70666667,-111.83027778,UT
385,POTTS,2007,2454212.5,Miscellaneous,2454213.5,1050.0,37.53416667,-80.50944444,VA
386,EGLEY COMPLEX (EGLEY),2007,2454288.5,Lightning,2454338.5,31624.7,43.855,-119.68166667,OR
387,CALAMITY COMPLEX (GRAPPLE),2007,2454287.5,Lightning,2454330.5,1056.0,44.0375,-118.82972222,OR
388,GW FIRE,2007,2454343.5,Lightning,2454373.5,7357.0,44.34305556,-121.80638889,OR
389,SQUAW,2007,2454283.5,Lightning,2454298.5,2800.0,33.3875,-109.2625,AZ
390,BRIDGE,2007,2454306.5,Lightning,2454420.5,42694.0,46.3675,-114.57111111,ID
391,PATTENGAIL CREEK,2007,2454294.5,Lightning,2454375.5,15297.0,45.69111111,-113.25638889,MT
392,CALAMITY COMPLEX (GRAPPLE),2007,2454287.5,Lightning,2454330.5,1274.8,43.99777778,-118.80527778,OR
393,EGLEY COMPLEX (EGLEY),2007,2454287.5,Lightning,2454303.5,55420.0,43.6675,-119.43027778,OR
394,RAT CREEK,2007,2454321.5,Lightning,2454375.5,25877.0,45.74444444,-113.80944444,MT
395,CONGER CREEK,2007,2454297.5,Lightning,2454374.5,25150.0,47.21638889,-113.03694444,MT
396,SANTIAGO,2007,2454394.5,Miscellaneous,2454412.5,28476.0,33.74583333,-117.66666667,CA
397,BIG TURNAROUND COMPLEX,2007,2454228.5,Lightning,2454271.5,123014.0,30.5,-82.36666667,FL
398,SAWMILL COMPLEX (WYMAN #2),2007,2454297.5,Lightning,2454405.5,14233.0,46.60194444,-113.70027778,MT
399,SAWMILL COMPLEX (WYMAN #2),2007,2454309.5,Lightning,2454405.5,18222.0,46.49583333,-113.66555556,MT
400,SAWMILL COMPLEX (WYMAN #2),2007,2454310.5,Lightning,2454405.5,36045.0,46.3475,-113.7425,MT
401,CHIMNEY COMPLEX,2007,2454294.5,Lightning,2454333.5,51000.0,45.9875,-116.89777778,ID
402,,2007,2454348.5,Lightning,2454430.5,3148.0,35.13972222,-112.25027778,AZ
403,CASTLE ROCK,2007,2454328.5,Lightning,2454373.5,48000.0,43.6375,-114.56111111,ID
404,WILKINS,2007,2454355.5,Lightning,2454420.5,7762.0,34.58916667,-111.02277778,AZ
405,BUTLER 2,2007,2454357.5,Miscellaneous,,14039.0,34.25805556,-117.01027778,CA
406,GRASS VALLEY,2007,2454395.5,Miscellaneous,,1247.0,34.27472222,-117.21694444,CA
407,SLIDE,2007,2454395.5,Miscellaneous,2454418.5,12759.0,34.25194444,-117.05,CA
408,RANCH,2007,2454393.5,Equipment Use,2454419.5,45300.0,34.57305556,-118.69833333,CA
409,WALLOW,2007,2454341.5,Equipment Use,2454351.5,1440.0,40.48388889,-123.35194444,CA
410,,2007,2454254.5,Lightning,2454353.5,1093.0,33.37388889,-108.38416667,NM
411,WOODLAND,2007,2454273.5,Lightning,2454353.5,8000.0,33.29583333,-108.34555556,NM
412,WITCH,2007,2454394.5,Miscellaneous,2454404.5,197990.0,33.07444444,-116.71111111,CA
413,RICE,2007,2454395.5,Miscellaneous,2454402.5,9472.0,33.39694444,-117.14805556,CA
414,GROUSE,2007,2454339.5,Lightning,2454452.5,1022.0,36.27805556,-118.42166667,CA
415,BUCKWEED,2007,2454394.5,Children,2454394.5,38356.0,34.52444444,-118.33472222,CA
416,POOMACHA,2007,2454396.5,Miscellaneous,2454435.5,49390.0,33.2775,-116.86805556,CA
417,SALT LICK,2007,2454292.5,Miscellaneous,2454416.5,2582.0,43.23416667,-109.94166667,WY
418,HORSE CREEK,2007,2454272.5,Miscellaneous,2454283.5,8590.0,42.93111111,-110.48,WY
419,MIDDLE,2007,2454323.5,Lightning,2454395.5,2714.0,43.1475,-110.86388889,WY
420,HARDSCRABBLE,2007,2454321.5,Lightning,2454367.5,3074.0,43.67083333,-110.12055556,WY
421,JUNGLE,2007,2454279.5,Miscellaneous,2454307.5,5315.0,39.135,-111.39722222,UT
422,,2007,2454201.5,Lightning,2454235.5,4000.0,35.02972222,-93.62916667,AR
423,POLE CREEK,2007,2454293.5,Miscellaneous,2454299.5,1044.0,42.86666667,-109.81666667,WY
424,BRUSH CREEK,2007,2454308.5,Lightning,2454358.5,29921.0,48.33472222,-114.90138889,MT
425,BALL GOAL,2008,2454505.5,Miscellaneous,2454513.5,2174.0,31.11833333,-89.14166667,MS
426,SNAKEWEED,2008,2454570.5,Debris Burning,2454571.5,1227.0,37.66638889,-103.74055556,CO
427,LONE OAK,2008,2454593.5,Arson,2454594.5,1500.0,36.26583333,-82.36194444,TN
428,SUNRISE,2008,2454574.5,Miscellaneous,2454583.5,2005.0,35.87111111,-81.92972222,NC
429,FRYE MESA,2008,2454606.5,Miscellaneous,2454619.5,3094.0,32.75777778,-109.82888889,AZ
430,ST MARY'S,2008,2454550.5,Miscellaneous,2454553.5,4505.0,37.93305556,-78.1675,VA
431,ALAMO,2008,2454574.5,Campfire,2454584.5,5070.0,31.36527778,-111.12388889,AZ
432,MEADOW,2008,2454510.5,Equipment Use,2454511.5,3876.0,31.45694444,-110.655,AZ
433,TWENTY-TWO WFU,2008,2454592.5,Lightning,2454642.5,1255.0,35.88277778,-111.94416667,AZ
434,X FIRE,2008,2454585.5,Campfire,2454589.5,2048.0,35.93083333,-112.12166667,AZ
435,CORN CREEK,2008,2454632.5,Miscellaneous,2454640.5,2269.0,37.78277778,-111.84138889,UT
436,BASIN COMPLEX (INDIANS),2008,2454625.5,Campfire,2454657.5,81378.0,36.10527778,-121.43083333,CA
437,WHITMIRE,2008,2454607.5,Miscellaneous,2454609.5,4046.0,31.52611111,-108.97666667,NM
438,SISKIYOU-BLUE 2 COMPLEX (BLUE 2),2008,2454637.5,Lightning,2454670.5,4913.0,41.59972222,-123.5675,CA
439,JACK WOOD WFU,2008,2454640.5,Lightning,2454641.5,8609.0,31.76472222,-109.16527778,AZ
440,BEAR CREEK,2008,2454643.5,Campfire,2454666.5,1464.0,37.9975,-111.48305556,UT
441,BEAR WALLOW COMPLEX (CARIBOU),2008,2454639.5,Lightning,2454816.5,13116.0,41.03472222,-123.00277778,CA
442,,2008,2454651.5,Miscellaneous,2454653.5,2021.0,31.59416667,-109.36083333,AZ
443,BASIN COMPLEX,2008,2454638.5,Lightning,2454674.5,162818.0,36.28111111,-121.65833333,CA
444,,2008,2454642.5,Lightning,2454644.5,2000.0,32.60083333,-110.40388889,AZ
445,CANYON COMPLEX (COLD),2008,2454638.5,Lightning,2454709.5,5512.0,39.84222222,-120.83666667,CA
446,TRIGO,2008,2454571.5,Campfire,2454649.5,13709.0,34.66,-106.46666667,NM
447,BEAR MOUNTAIN,2008,2454639.5,Lightning,2454706.5,2494.0,33.54222222,-109.14027778,AZ
448,BIG SPRING,2008,2454641.5,Lightning,2454648.5,5478.0,34.77055556,-106.38305556,NM
449,OLIVER,2008,2454638.5,Lightning,2454661.5,2200.0,37.48722222,-119.75388889,CA
450,PANTHER,2008,2454670.5,Lightning,2454753.5,44452.0,41.5925,-123.43166667,CA
451,SISKIYOU-BLUE 2 COMPLEX (BLUE 2),2008,2454637.5,Lightning,2454670.5,10388.0,41.61555556,-123.57694444,CA
452,GAP,2008,2454648.5,Miscellaneous,2454664.5,9443.0,34.50083333,-119.86055556,CA
453,IRON AND ALPS COMPLEXES (EAGLE),2008,2454638.5,Lightning,2454743.5,32059.0,40.73416667,-123.16666667,CA
454,IRON AND ALPS COMPLEXES (ZEIGLER),2008,2454638.5,Lightning,2454678.5,2349.0,40.86666667,-123.475,CA
455,ROCKY,2008,2454635.5,Lightning,2454642.5,49092.0,32.44777778,-104.92916667,NM
456,IRON AND ALPS COMPLEXES (IRONSIDE),2008,2454638.5,Lightning,2454678.5,12720.0,40.83333333,-123.43416667,CA
457,PETERSON COMPLEX,2008,2454638.5,Lightning,2454648.5,2750.0,40.9125,-121.34166667,CA
458,HELL'S 1/2 SADDLE,2008,2454647.5,Lightning,2454773.5,1861.0,45.68833333,-114.61277778,ID
459,BORDER COMPLEX (CAYUSE),2008,2454665.5,Lightning,2454773.5,5311.0,45.54055556,-114.50944444,ID
460,CASCADE,2008,2454673.5,Miscellaneous,2454673.5,10173.0,45.16944444,-109.4875,MT
461,RICH,2008,2454676.5,Railroad,2454711.5,6112.0,40.02,-121.1675,CA
462,BEAR WALLOW COMPLEX (ANTHONY MILNE),2008,2454654.5,Lightning,2454816.5,1779.0,41.505,-123.18166667,CA
463,BRIDGER,2008,2454626.5,Lightning,2454645.5,45814.0,37.52694444,-103.76944444,CO
464,DISTILLERY,2008,2454638.5,Lightning,2454648.5,7950.0,32.06166667,-110.52916667,AZ
465,SODA COMPLEX (MILL),2008,2454638.5,Lightning,2454673.5,3043.0,39.47833333,-123.04333333,CA
466,SHU LIGHTNING COMPLEX (VENTURE),2008,2454639.5,Lightning,2454651.5,1912.0,40.99333333,-121.60166667,CA
467,BROWN,2008,2454670.5,Lightning,2454674.5,2405.0,46.5275,-103.875,ND
468,ELBOW,2008,2454690.5,Lightning,2454755.5,1179.0,46.21305556,-114.66333333,ID
469,WARM SPRINGS,2008,2454675.5,Lightning,2454755.5,1112.0,45.83416667,-114.97833333,ID
470,RATTLESNAKE,2008,2454683.5,Campfire,2454756.5,2520.0,46.06861111,-114.86722222,ID
471,LIME COMPLEX (MINERS),2008,2454638.5,Lightning,2454770.5,24776.0,40.66972222,-123.30555556,CA
472,LIME COMPLEX (LIME),2008,2454637.5,Lightning,2454691.5,25199.0,40.51833333,-123.42277778,CA
473,LIME COMPLEX (DEADSHOT),2008,2454639.5,Lightning,2454655.5,1069.0,40.48388889,-122.92972222,CA
474,LIME COMPLEX (SLIDE),2008,2454638.5,Lightning,2454655.5,1158.0,40.66611111,-123.52027778,CA
475,LIME COMPLEX (TELEPHONE),2008,2454637.5,Lightning,2454691.5,6625.0,40.40666667,-123.13194444,CA
476,YOLLA BOLLY COMPLEX (TROUGH),2008,2454638.5,Lightning,2454691.5,3674.0,40.20055556,-123.12472222,CA
477,LIME COMPLEX (NOBLE),2008,2454638.5,Lightning,2454655.5,12856.0,40.32583333,-122.96222222,CA
478,SHU LIGHTNING COMPLEX (DEERLICK),2008,2454639.5,Lightning,2454691.5,10213.0,40.46333333,-122.88277778,CA
479,YOLLA BOLLY COMPLEX (IRON),2008,2454638.5,Lightning,2454701.5,32903.0,40.14583333,-122.86611111,CA
480,SODA COMPLEX (BIG),2008,2454638.5,Lightning,2454652.5,2193.0,39.42888889,-123.06416667,CA
481,SODA COMPLEX (MONKEY  ROCK),2008,2454638.5,Lightning,2454661.5,1829.0,39.55222222,-122.96138889,CA
482,WILD RIVERS COMPLEX (HORSE MOUNTAIN),2008,2454695.5,Lightning,2454710.5,1165.0,42.37416667,-123.74416667,OR
483,SODA COMPLEX (BACK),2008,2454638.5,Lightning,2454646.5,1567.0,39.375,-122.97555556,CA
484,PORCUPINE,2008,2454696.5,Lightning,2454760.5,2250.0,45.72055556,-115.09805556,ID
485,YOLLA BOLLY COMPLEX (IRON),2008,2454639.5,Lightning,2454642.5,17449.0,40.06722222,-122.93083333,CA
486,WHISKEY,2008,2454629.5,Miscellaneous,2454766.5,7783.0,39.89388889,-122.7075,CA
487,TRACY,2008,2454607.5,Miscellaneous,2454638.5,1081.0,29.02472222,-81.49777778,FL
488,GULCH,2008,2454716.5,Equipment Use,2454720.5,2847.0,40.36666667,-122.935,CA
489,CUB COMPLEX (CUB),2008,2454638.5,Lightning,2454678.5,14936.0,40.17916667,-121.47027778,CA
490,CUB COMPLEX (CUB),2008,2454638.5,Lightning,2454669.5,4851.0,40.18083333,-121.56666667,CA
491,CANYON COMPLEX (LITTLE),2008,2454639.5,Lightning,2454709.5,1450.0,39.77333333,-121.25027778,CA
492,MAD RIVER COMPLEX (BONANZA),2008,2454638.5,Lightning,2454652.5,1370.0,40.2225,-123.22222222,CA
493,HOT AIR,2008,2454639.5,Lightning,2454647.5,8300.0,33.475,-109.3875,AZ
494,,2008,2454694.5,Lightning,2454709.5,1710.0,36.56888889,-112.3725,AZ
495,LANE 2,2008,2454645.5,Campfire,2454667.5,9629.0,34.17361111,-112.33972222,AZ
496,GUNBARREL,2008,2454673.5,Lightning,2454736.5,68148.0,44.495,-109.8225,WY
497,EAST SLIDE ROCK RIDGE WFU,2008,2454688.5,Lightning,2454816.5,54545.0,41.78,-115.32666667,NV
498,,2008,2454687.5,Lightning,2454752.5,1132.0,47.50722222,-120.93444444,WA
499,HEPWORTH COMPLEX (STEVENS),2007,2454297.5,Lightning,2454327.5,7631.9,40.97166667,-115.26361111,NV
500,CAYUSE,2008,2454656.5,Debris Burning,2454666.5,1778.0,48.69027778,-119.21444444,WA
501,AMERICAN RIVER COMPLEX (GOVERNMENT),2008,2454638.5,Lightning,2454679.5,9164.0,39.21555556,-120.64861111,CA
502,RATTLE,2008,2454696.5,Lightning,2454762.5,19775.0,43.32944444,-122.54388889,OR
503,CHALK,2008,2454736.5,Miscellaneous,,11200.0,36.0025,-121.43972222,CA
504,BTU LIGHTNING COMPLEX (LONG BRANCH-JACK),2008,2454692.5,Lightning,2454695.5,3934.0,39.95166667,-121.33388889,CA
505,,2008,2454651.5,Lightning,2454795.5,1587.0,38.55138889,-107.26666667,CO
506,OLD 15TH,2008,2454698.5,Lightning,2454699.5,2000.0,35.92277778,-83.06722222,TN
